client_id;metadata_date_conversation;metadata_duration;metadata_language;identite_genre;identite_age;identite_statut_relationnel;identite_profession;localisation_europe;mobilite_rythme_vie_frequence_deplacement;lifestyle_centres_interet_sport_individuel;lifestyle_centres_interet_art_culture;style_personnel_couleurs_preferees;style_personnel_matieres_preferees;style_personnel_pieces_favorites;projet_achat_motif;projet_achat_budget;reseau_influence_influence;suivi_action;suivi_echeance;suivi_canal_contact;metadata_client_regime_alimentaire;metadata_client_allergies;lifestyle_centres_interet_voyage;localisation_moyen_orient_asie;localisation_amerique;lifestyle_centres_interet_sport_collectif;metadata_profile_version;identite_langue_parlee;identite_profession_secteur_tech_digital;lifestyle_centres_interet_sport_individuel_endurance;lifestyle_centres_interet_voyage_experience;style_personnel_couleurs_preferees_neutres_intemporelles;style_personnel_couleurs_preferees_metalliques;style_personnel_matieres_preferees_naturelles;style_personnel_matieres_preferees_alternatives;style_personnel_pieces_favorites_sacs;projet_achat_motif_role_offrir;preferences_contraintes_regime;preferences_contraintes_valeurs;identite_profession_secteur_entrepreneur_dirigeant;identite_profession_secteur_cadre_manager;identite_profession_secteur_mode_luxe;style_personnel_couleurs_preferees_tons_chauds;style_personnel_pieces_favorites_chaussures;style_personnel_pieces_favorites_accessoires;identite_profession_secteur_profession_liberale;identite_profession_secteur_art_creation;lifestyle_centres_interet_sport_individuel_bien_etre;lifestyle_centres_interet_sport_individuel_outdoor;style_personnel_couleurs_preferees_tons_froids;identite_profession_secteur_medias_communication;identite_profession_secteur_finance_investissement;lifestyle_centres_interet_musique_electronique;lifestyle_centres_interet_musique_classique_elegant;identite_profession_secteur_autres;projet_achat_motif_role_pour_soi;projet_achat_marques_preferees_louis_vuitton;identite_profession_secteur_sport;lifestyle_centres_interet_sport_individuel_raquette;lifestyle_centres_interet_musique_moderne_populaire
CA_271;2026-05-19;30 min;Français;Femme;26-35;Fidèle;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Gris, Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;Styliste;;;Montres;;;;Ski;;Marketing;;Electro;;;;;;;
CA_272;2026-05-20;45 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Aventure, Luxe;Beige, Noir, Marine;Or;Cuir;;;Diplome, Cadeau, Anniversaire;Pescetarien;;;;Styliste;Rouge, Cognac;;;;;;;;Marketing;Banquier;;;;;;;;
CA_273;2026-05-20;33 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Lin;;;;Aucun;;;;;;;;Avocat;;;;;;;;;;;;;;
CA_274;2026-05-21;37 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;;;;Vegetarien;;;;;Bordeaux, Rouge;;;;;Yoga;;;;;;;;;;;;
CA_275;2026-05-21;40 min;Allemand;Femme;;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;;;;;;;Yoga;;;;;;;;;;;;
CA_276;2026-05-22;28 min;Français;Femme;36-45;VIP;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;Gris, Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;Styliste;Rouge;;Montres;;;Yoga;;;;;;;;;;;;
CA_277;2026-05-22;46 min;Anglais;Autre;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;;Médecin;;;;;;;;;;;;;;
CA_278;2026-05-23;34 min;Italien;Femme;36-45;VIP;;Milan;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;Cachemire, Soie;;;;Aucun;Exclusivité, Qualité & savoir-faire;;;;;;;;;;Golf;;;;;;;;;;;
CA_279;2026-05-23;38 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;;;;;Vegetarien;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_280;2026-05-26;42 min;Allemand;Femme;18-25;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;Electro;;;;;;;
CA_281;2026-05-26;31 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel, Luxe;;Or;Cuir, Lin;;Sac à main;;Vegetarien;;;;Styliste;;;Montres;;Artiste;;;;;;;;;;;;;
CA_282;2026-05-27;44 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Gris, Noir, Marine;Or;Cuir;;;Cadeau;Vegetarien;Exclusivité;;;;Rouge, Cognac;;;;;;;;;;;;;;;;;
CA_283;2026-05-27;35 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;;;;;Vegetarien;;;;;Rouge;;;Avocat;;;;;;;;;;;;;;
CA_284;2026-05-28;36 min;Espagnol;Femme;;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_285;2026-05-28;39 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;;;Aucun;;;;;;;;;;;;Vert;;;;;;;;;;
CA_286;2026-05-29;33 min;Français;Autre;36-45;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;;Cognac;;Montres;Architecte;;;;Vert;;;;;;;;;;
CA_287;2026-05-29;45 min;Anglais;Femme;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;Cuir, Lin;;;Cadeau;Vegetarien;Exclusivité;;;;;;Montres;;;;;;;;;;;;;;;
CA_288;2026-06-01;32 min;Italien;Femme;36-45;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;Lin;;;;Aucun;Exclusivité;;;Styliste;;;;;;;Golf;;;;;;;;;;;
CA_289;2026-06-01;37 min;Espagnol;Femme;36-45;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;Matières vegan;;Cadeau;Vegane;;;;;Rouge;;;;Artiste;Yoga;;;;;;;;;;;;
CA_290;2026-06-02;43 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_291;2026-06-02;29 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;Culturel;Beige, Noir;Or;Cuir;;Sac à main;;Vegetarien;Éthique / durable;;;Styliste;;;Montres;;;;;;;Banquier;;;;Plaisir personnel;;;;
CA_292;2026-06-03;46 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;Beige, Noir, Marine;Or;Cuir;;;Cadeau;Pescetarien;;;;;Rouge, Cognac;;Montres;Avocat;;;;;Marketing;Banquier;;;;;;;;
CA_293;2026-06-03;34 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;Lin;;;;Aucun;Exclusivité;;;Styliste;;;;;;Yoga;;;Marketing;;;;;;;;;
CA_294;2026-06-04;38 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine;Or;Lin;;;;Aucun;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_295;2026-06-04;41 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_296;2026-06-05;30 min;Français;Autre;36-45;Nouveau;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;Cuir;Matières vegan;Sac à main;;Vegetarien;Éthique / durable;;;;Rouge;;Montres;Architecte;;;;Vert;;;;;;;;;;
CA_297;2026-06-05;44 min;Anglais;Femme;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;Montres;Médecin;;;;;;;;;;;;;;
CA_298;2026-06-06;33 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;Tokyo;New York;;2.0;Français;Ingénieur;;;;Or;Cuir;;;;Vegetarien;Exclusivité;;;;Bordeaux;;;;;;;Vert;;;;;;;;;;
CA_299;2026-06-06;36 min;Espagnol;Femme;;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;;;;;Cognac, Rouge;;;;;;;;;;;;;;;Athlète;;
CA_300;2026-06-09;42 min;Allemand;Femme;18-25;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige, Marine, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_301;2026-06-09;31 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Natation;Culturel;Marine, Noir;Or;Cuir;Matières vegan;Sac à main;Cadeau, Anniversaire;Vegetarien;;;;;;;;;;;;;;;;;;;;;;
CA_302;2026-06-10;44 min;Anglais;Femme;;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Aventure;;Or;;Matières vegan;;Cadeau;Vegane;Exclusivité;;;;;;;;;;;;;;;;;;;;;
CA_303;2026-06-10;33 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;Cadeau;Vegetarien;;;;Styliste;Cognac, Rouge;;;;;;;;;;;;;;;;;
CA_304;2026-06-11;26 min;Italien;Homme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;Tokyo, Singapore;;;2.0;Français;Ingénieur;;;;Or;Lin;;;Cadeau;Aucun;Exclusivité;;;Styliste;;Baskets / Sneakers;;;;;;;;;;;;;;;;
CA_305;2026-06-11;47 min;Allemand;Femme;;Fidèle;;Berlin;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;Lin;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_306;2026-06-12;29 min;Français;Femme;26-35;VIP;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Aventure, Luxe;;Or;Lin;Matières vegan;;;Vegane;Qualité & savoir-faire, Éthique / durable;;;Styliste;Rouge;;Montres;;;;;;;;;;;;;;;
CA_307;2026-06-12;36 min;Anglais;Femme;;VIP;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;New York;;2.0;Français;Ingénieur;;;;Or;;;Sac à main;;Pescetarien;;;;;Rouge;;;Architecte;Artiste;;;;;;;;;;;;;
CA_308;2026-06-13;41 min;Italien;Femme;46-55;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;Cuir;;;;Vegetarien;Exclusivité;;;;Cognac;;;;;;;;;;;;;;;;;
CA_309;2026-06-13;34 min;Espagnol;Femme;36-45;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;Dubai;;;2.0;Français;Ingénieur;;;Marine;Or;;Matières vegan;;Cadeau;Vegane;;;;Styliste;Rouge;;;;;Yoga;;;;;;;;;;;;
CA_310;2026-06-16;43 min;Allemand;Femme;26-35;Nouveau;;Berlin;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;;;Lin;Matières vegan;;;Vegane;;;;Styliste;;;;;;Yoga;;;;;;;;;;;;
CA_311;2026-06-16;30 min;Français;Femme;56+;VIP;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;Beige;Or;Cuir;Matières vegan;Sac à main;Anniversaire;Vegetarien;Éthique / durable;;;;Cognac;;;Architecte;;;Ski;Vert;;;;;;;;;;
CA_312;2026-06-17;51 min;Anglais;Femme;;VIP;;Paris, London;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;;Or;;;Sac à main;Cadeau;Aucun;;;;;;;Montres;;;;;;Marketing;;;;;;;;;
CA_313;2026-06-17;36 min;Italien;Femme;46-55;Fidèle;;Milan;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;Marine, Blanc, Noir;Or;;;;;Aucun;Exclusivité;;;Styliste;;;;Architecte;;;;;Marketing;;;;;;;;;
CA_314;2026-06-18;39 min;Espagnol;Femme;46-55;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;;;Cadeau;Aucun;;;;Styliste;Cognac, Rouge;;;;;;;;;;;;;;;;;
CA_315;2026-06-18;43 min;Allemand;Femme;;Nouveau;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;New York;;2.0;Français;Ingénieur;;;;Or;;;;;Aucun;;;;;;;;;;Yoga;;;;;;;;;;;;
CA_316;2026-06-19;31 min;Français;Femme;36-45;Fidèle;;;;;;;;;;<5k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;;Cognac;;Montres;;;;;;Marketing;;;;;;;;;
CA_317;2026-06-19;49 min;Anglais;Femme;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;;Or;;;;Cadeau;Vegetarien;Exclusivité;;;;;;Montres;Architecte;;;;;;;;;;;;;;
CA_318;2026-06-20;34 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;Lin;;;Cadeau;Vegetarien;Exclusivité;;;Styliste;Rouge, Cognac;;;;;;;;;;;;;;;;;
CA_319;2026-06-20;37 min;Espagnol;Femme;46-55;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;Hong Kong;;;2.0;Français;Ingénieur;;;;Or;;Matières vegan;;;Vegane;;;;;Rouge;;;;Artiste;;;;;;;;;;;;;
CA_320;2026-06-23;44 min;Allemand;Femme;;Régulier;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Aventure, Luxe;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;Banquier;;;;;;;;
CA_321;2026-06-23;29 min;Français;Femme;26-35;VIP;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir, Marine;Argent, Or;Cuir;Matières vegan;Sac à main;Cadeau, Mariage;Vegane;Éthique / durable;;;Styliste;Rouge;;Montres;Avocat;Artiste;Yoga;;;;;;;;;;;;
CA_322;2026-06-24;47 min;Anglais;Femme;;VIP;;London;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;New York;;2.0;Français;Ingénieur;;Luxe;Beige;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;Cognac, Rouge;;Montres;;;;;;;Banquier;Electro;;;;;;;
CA_323;2026-06-24;32 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;Lin;;;;Vegetarien;;;;;;;;Architecte;;;;;;;;;;;;;;
CA_324;2026-06-25;38 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;;Or;;Matières vegan;;;Vegane;;;;;Rouge;;;;;Yoga;;;;;;;;;;;;
CA_325;2026-06-25;40 min;Allemand;Femme;;Nouveau;;Paris, London;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;New York;;2.0;Français;Ingénieur;Running;;;Or;;;;;Aucun;Exclusivité;;;Styliste;Rouge;;;;;Yoga;;;;;;;;;;;;
CA_326;2026-06-26;47 min;Français;Femme;56+;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel, Luxe;Beige, Noir;Or;Cuir;Matières vegan;;Diplome, Mariage, Cadeau, Anniversaire;Pescetarien;Qualité & savoir-faire;;;Styliste;Rouge, Cognac;;Montres;Avocat, Médecin, Architecte;;;;;;;;Classique;;;;;;
CA_327;2026-06-26;35 min;Anglais;Femme;;Nouveau;;;;;;;;;;<5k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;Matières vegan;;Cadeau;Aucun;Éthique / durable;;;;;;Montres;;Artiste;Yoga;;;;;;;;;;;;
CA_328;2026-06-27;42 min;Italien;Femme;46-55;Occasionnel;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;Bordeaux;;;Avocat;;;;;;;;;;;;;;
CA_329;2026-06-27;33 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;Matières vegan;;;Vegane;Éthique / durable;;;Styliste;Rouge;;;;;;;Vert;;;;;;;;;;
CA_330;2026-06-30;44 min;Allemand;Femme;;Nouveau;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;;;;Beige, Marine, Noir;Or;Lin;;;;Aucun;Exclusivité;;;;;;;;;;;;;;;;;;;;;
CA_331;2026-06-30;30 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;;;;Vegane;Exclusivité, Éthique / durable;;;Styliste;Rouge;;Montres;;Artiste;;;;;;;;;Plaisir personnel;;;;
CA_332;2026-07-01;40 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Gris, Noir, Marine;Or;Cuir;;;Cadeau, Anniversaire;Pescetarien;Exclusivité;;;Styliste;Rouge;;Montres;Architecte;Artiste;;;;;Banquier;;;;;;;;
CA_333;2026-07-01;33 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;Lin;;;;Vegetarien;Exclusivité;;;;Bordeaux, Cognac;;;;Artiste;Yoga;;;;;;;;;;;;
CA_334;2026-07-02;48 min;Espagnol;Femme;56+;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;Cadeau;Aucun;;;;;Cognac, Rouge;;;;;;;;;;;;;;;;;
CA_335;2026-07-02;31 min;Allemand;Femme;;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;Tokyo;;;2.0;Français;Ingénieur;;;;;;Matières vegan;;;Vegane;;;;Styliste;;;;;;;;;;;Electro;;;;;;;
CA_336;2026-07-03;37 min;Français;Femme;46-55;Fidèle;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;Marine, Noir;Or;Cuir, Lin;;Sac à main;Mariage, Anniversaire;Pescetarien;Qualité & savoir-faire;;;;;;Montres;Médecin;;;Ski;;;;;Classique;;;;Athlète;;
CA_337;2026-07-03;45 min;Anglais;Femme;;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;;Or;;;;Cadeau, Anniversaire;Aucun;;;;;;;Montres;;;;;;Marketing;;;;;;;;;
CA_338;2026-07-04;34 min;Italien;Femme;18-25;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;;;;Cadeau;Aucun;;;;Styliste;;;;;Artiste;;;;;;;;;;;;;
CA_339;2026-07-04;39 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;Matières vegan;;;Vegane;Éthique / durable;;;;Rouge;;;;;;;;;;;;;;;;;
CA_340;2026-07-07;43 min;Allemand;Femme;18-25;Fidèle;;Berlin;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;Lin;;;;Aucun;Exclusivité;;;Styliste;;;;;;;;;;;;;;;;;;
CA_341;2026-07-07;30 min;Français;Femme;36-45;VIP;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;Beige, Blanc;Or;Cuir, Lin;;Sac à main;;Pescetarien;Qualité & savoir-faire;;;Styliste;Cognac;;Montres;;;;;;;;;;;;;;;
CA_342;2026-07-08;46 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Aventure, Luxe;Beige, Noir;Or;Cuir;;;Cadeau;Pescetarien;;;;;Rouge, Cognac;;Montres;;;;;;;Banquier;;;;;;;;
CA_343;2026-07-08;34 min;Italien;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;;;;;Vegetarien;Exclusivité;;;;;;;Avocat, Médecin;;Yoga;;;;;;;;;;;;
CA_344;2026-07-09;38 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;Matières vegan;;;Vegane;;;;Styliste;Rouge;;;;Artiste;;;;;;;;;;;;;
CA_345;2026-07-09;41 min;Allemand;Femme;;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;Marine, Noir;Or;Lin;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_346;2026-07-10;33 min;Français;Femme;36-45;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Natation;Détente, Luxe;;Or;;;;Cadeau, Plaisir;Vegetarien;;;;Styliste;Rouge;;Montres;;Artiste;;;;;;;;;;;;;
CA_347;2026-07-10;49 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;Beige;Or;Cuir;Matières vegan;;Cadeau;Vegetarien;Exclusivité, Éthique / durable;;;;Cognac, Rouge;;Montres;Avocat;;;;;;;;;;;;;;
CA_348;2026-07-11;35 min;Italien;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;;;;;Aucun;Exclusivité;;;;Cognac;;;Architecte;;;Golf;;;;;;;;;;;
CA_349;2026-07-11;33 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;;;;Vegetarien;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_350;2026-07-14;47 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_351;2026-07-14;32 min;Français;Femme;26-35;Fidèle;;;;;;;;;;<5k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or, Argent;Cuir;;Sac à main;;Vegetarien;Exclusivité;;;;;;;Avocat;;;;;;Banquier;;;;Plaisir personnel;;;;
CA_352;2026-07-15;43 min;Anglais;Femme;;VIP;;Berlin;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;;Or;Lin;Matières vegan;;;Vegane;;;;;;;Montres;;Artiste;Yoga;;;Marketing;;;;;;;;;
CA_353;2026-07-15;35 min;Italien;Femme;46-55;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;;Or;Lin;;;;Aucun;;;;;;;;;Artiste;;;;;;;;;;;;;
CA_354;2026-07-16;32 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;Matières vegan;;;Vegane;;;;Styliste;Rouge;;;;;;;;;Banquier;;;;;;;;
CA_355;2026-07-16;38 min;Allemand;Femme;;Régulier;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;;;;;Aucun;;;;;Bordeaux;;;;;Yoga;;;;;;;;;;;;
CA_356;2026-07-17;29 min;Français;Homme;36-45;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;;Or;;;Sac à main;Cadeau, Mariage;Vegetarien;Qualité & savoir-faire;;;Styliste;;;Montres;;;;;;;;;;;;;;;
CA_357;2026-07-17;44 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel, Détente, Luxe;Beige, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;Cognac;;Montres;Avocat, Médecin, Architecte;;;;;;;;;;;;;;
CA_358;2026-07-18;30 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;Sac à main;;Aucun;Exclusivité;;;;;;;;;;;;;;;;;;;;Tennis;
CA_359;2026-07-18;36 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Gris;Or, Argent;;;;;Vegetarien;;;;;;;;;Artiste;;;;;;;;;;;;;
